index,label_en,label_zh,r,g,b,a
407,Lateral ventricles posterior horns,侧脑室后角,205,92,242,255
408,Callosal sulcus mid-posterior,胼胝体沟中部后侧,207,92,242,255
409,Supramarginal gyrus antero-inferior LH,缘上回前下部左侧,209,92,242,255
410,Callosomarginal sulcus superior,胼胝体边缘沟上部,211,92,242,255
411,Angular gyrus antero-inferior LH,角回前下部左侧,212,92,242,255
412,Superior parts of central and postcentral sulci LH,中央沟和中央后沟上部左侧,214,92,242,255
413,Precuneus RH,楔前叶右侧,216,92,242,255
414,Superior parts of central and postcentral sulci RH,中央沟和中央后沟上部右侧,218,92,242,255
415,Thalamus LH,丘脑左侧,219,92,242,255
416,Angular gyrus postero-superior LH,角回后上部左侧,221,92,242,255
417,Paracentral lobule superior,旁中央小叶上部,223,92,242,255
418,Angular gyrus posterior RH,角回后部右侧,225,92,242,255
419,Calcarine sulcus posterior medial,距状沟后部内侧,226,92,242,255
420,Paracingulate sulcus posterior LH,扣带回旁沟后部左侧,228,92,242,255
421,Thalamus medial,丘脑内侧部,230,92,242,255
422,Fusiform gyrus middle inferior RH,梭状回中下部右侧,232,92,242,255
423,Caudate nucleus tail,尾状核尾部,234,92,242,255
424,Parieto-occipital sulcus postero-inferior RH,顶枕沟后下部右侧,235,92,242,255
425,Cerebellum Crus I superior,小脑Crus I上部,237,92,242,255
426,Temporal pole RH,颞极右侧,239,92,242,255
427,Lingual gyrus anterior,舌回前部,241,92,242,255
428,Cerebrospinal fluid (between postcentral gyrus and skull),中央后回与颅骨之间的脑脊液,242,92,241,255
429,Cerebellum Crus II RH,小脑Crus II右侧,242,92,239,255
430,Corpus callosum anterior body,胼胝体前部,242,92,238,255
431,Superior occipital gyrus RH,上枕回右侧,242,92,236,255
432,Subparietal sulcus inferior LH,顶下沟下部左侧,242,92,234,255
433,Intraparietal sulcus mid-posterior RH,顶内沟中后部右侧,242,92,232,255
434,Hippocampus posterior,海马后部,242,92,231,255
435,Cuneus anterior,楔叶前部,242,92,229,255
436,Precuneus antero-superior,楔前叶前上部,242,92,227,255
437,Central sulcus inferior,中央沟下部,242,92,225,255
438,Central sulcus mid-inferior RH,中央沟中部下侧右侧,242,92,224,255
439,Precentral sulcus inferior RH,中央前沟下部右侧,242,92,222,255
440,Superior longitudinal fasciculus I,上纵束I,242,92,220,255
441,Middle frontal gyrus anterior medial RH,额中回前内侧右侧,242,92,218,255
442,Cerebellum Crus I posterior LH,小脑Crus I后部左侧,242,92,217,255
443,Superior temporal sulcus middle LH,上颞沟中部左侧,242,92,215,255
444,Cerebrospinal fluid (between intraparietal sulcus and skull RH),顶内沟与颅骨右侧之间的脑脊液,242,92,213,255
445,Forceps minor RH,小钳右侧,242,92,211,255
446,Forceps major,大钳,242,92,209,255
447,Superior temporal sulcus middle-inferior RH,上颞沟中部下部右侧,242,92,208,255
448,Lingual gyrus mid-anterior LH,舌回中前部左侧,242,92,206,255
449,Middle frontal gyrus mid-posterior lateral LH,额中回中后外侧左侧,242,92,204,255
450,Cerebellum superior posterior fissure LH,小脑上后裂左侧,242,92,202,255
451,Fusiform gyrus middle RH,梭状回中部右侧,242,92,201,255
452,Medulla oblongata superior,延髓上部,242,92,199,255
453,Superior occipital gyrus superior RH,上枕回上部右侧,242,92,197,255
454,Superior longitudinal fasciculus III posterior RH,上纵束III后部右侧,242,92,195,255
455,Frontomarginal sulcus,额缘沟,242,92,194,255
456,Superior longitudinal fasciculus III middle RH,上纵束III中部右侧,242,92,192,255
457,Inferior frontal sulcus mid-anterior LH,额下沟中前部左侧,242,92,190,255
458,Cerebrospinal fluid (between superior frontal gyrus middle superior and skull),额上回中部上部与颅骨之间的脑脊液,242,92,188,255
459,Central sulcus LH,中央沟左侧,242,92,187,255
460,Intraparietal sulcus posterior RH,顶内沟后部右侧,242,92,185,255
461,Precuneus inferior,楔前叶下部,242,92,183,255
462,Heschl's gyrus RH,’回,242,92,181,255
463,Intraparietal sulcus posterior LH,顶内沟后部左侧,242,92,180,255
464,Lateral ventricles anterior horns,侧脑室前角,242,92,178,255
465,Cerebrospinal fluid (between postcentral sulcus and skull RH),中央后沟与颅骨右侧之间的脑脊液,242,92,176,255
466,Central sulcus superior LH,中央沟上部左侧,242,92,174,255
467,External capsule middle LH,外囊中部左侧,242,92,173,255
468,Putamen RH,壳核右侧,242,92,171,255
469,Cerebrospinal fluid (between superior parietal lobule posterior and skull RH),顶上小叶后部与颅骨右侧之间的脑脊液,242,92,169,255
470,Insula superior,脑岛上部,242,92,167,255
471,Heschl's gyrus posterior RH,’回后部,242,92,165,255
472,Optic radiation RH,视辐射右侧,242,92,164,255
473,Anterior parts of occipitotemporal and collateral sulci LH,枕颞沟和侧副沟前部左侧,242,92,162,255
474,Cingulate sulcus mid-posterior,扣带沟中后部,242,92,160,255
475,Middle frontal sulcus mid-anterior LH,额中沟中前部左侧,242,92,158,255
476,Ventromedial prefrontal cortex posterior,腹内侧前额叶皮层后部,242,92,157,255
477,Cerebrospinal fluid (between superior parietal lobule and skull LH),顶上小叶与颅骨左侧之间的脑脊液,242,92,155,255
478,Cerebellum VI posterior LH,小脑VI后部左侧,242,92,153,255
479,Ventromedial prefrontal cortex anterior,腹内侧前额叶皮层前部,242,92,151,255
480,Putamen postero-superior,壳核后上部,242,92,150,255
481,Cerebellum VI LH,小脑VI左侧,242,92,148,255
482,Cerebellum Crus I superior RH,小脑Crus I上部右侧,242,92,146,255
483,Superior longitudinal fasciculus III anterior RH,上纵束III前部右侧,242,92,144,255
484,Midbrain inferior,中脑下部,242,92,143,255
485,Postcentral gyrus middle RH,中央后回中部右侧,242,92,141,255
486,Paracingulate sulcus mid-posterior RH,扣带回旁沟中后部右侧,242,92,139,255
487,Fusiform gyrus posterior LH,梭状回后部左侧,242,92,137,255
488,Hippocampus middle,海马中部,242,92,136,255
489,Corpus callosum rostrum,胼胝体嘴部,242,92,134,255
490,Orbitofrontal cortex,眶额皮层,242,92,132,255
491,Cerebellum Crus II medial RH,小脑Crus II内侧右侧,242,92,130,255
492,Cerebellum IV superior,小脑IV上部,242,92,129,255
493,Cingulate sulcus posterior LH,扣带沟后部左侧,242,92,127,255
494,Superior parietal lobule superior,上顶叶上部,242,92,125,255
495,Lingual gyrus middle RH,舌回中部右侧,242,92,123,255
496,Corpus callosum isthmus posterior,胼胝体峡部后部,242,92,121,255
497,Precuneus superior,楔前叶上部,242,92,120,255
498,Inferior occipital gyrus posterior RH,枕下回后部右侧,242,92,118,255
499,Callosomarginal sulcus inferior,胼胝体边缘沟下部,242,92,116,255
500,Superior frontal sulcus posterior RH,上额沟后部右侧,242,92,114,255
501,Inferior fronto-occipital fasciculus posterior LH,额枕束后部左侧,242,92,113,255
502,Central sulcus mid-superior,中央沟中部上侧,242,92,111,255
503,Cerebrospinal fluid (between inferior frontal sulcus and skull LH),额下沟与颅骨左侧之间的脑脊液,242,92,109,255
504,Cerebellum Crus I anterior LH,小脑Crus I前部左侧,242,92,107,255
505,Central operculum anterior RH,中央岛盖前部右侧,242,92,106,255
506,Corpus callosum splenium,胼胝体压部,242,92,104,255
507,Superior occipital sulcus RH,上枕沟右侧,242,92,102,255
508,Superior temporal gyrus superior LH,上颞回上部左侧,242,92,100,255
509,Middle temporal gyrus mid-posterior LH,颞中回中后部左侧,242,92,99,255
510,Insula postero-inferior RH,脑岛后下部右侧,242,92,97,255
511,Parieto-occipital sulcus middle LH,顶枕沟中部左侧,242,92,95,255
512,Precentral sulcus superior RH,中央前沟上部右侧,242,92,93,255
