index,label_en,label_zh,r,g,b,a
294,"Ninterp (Cerebellum, Interposed Nucleus)_rh",Ninterp区（小脑、中间核）（右半球）,129,92,242,255
295,STN (Subthalamus)_rh,STN区（底丘脑）（右半球）,131,92,242,255
296,Area Fo6 (OFC)_rh,Fo6区（眶额皮层）（右半球）,133,92,242,255
297,Area p32 (pACC)_rh,p32区（前扣带皮层前部）（右半球）,135,92,242,255
298,"Area hOc1 (V1, 17, CalcS)_rh",hOc1区（V1区、17区、距状沟）（右半球）,137,92,242,255
299,CGL (Metathalamus)_rh,CGL区（后丘脑）（右半球）,139,92,242,255
300,"SNC (Midbrain, Substantia Nigra pars compacta)_rh",SNC区（中脑、黑质致密部）（右半球）,142,92,242,255
301,Area Ph3 (PhG)_rh,Ph3区（海马旁回）（右半球）,144,92,242,255
302,Area 8v1 (MFG)_rh,8v1区（额中回）（右半球）,146,92,242,255
303,Area hOc4lp (LOC)_rh,hOc4lp区（外侧枕皮层）（右半球）,148,92,242,255
304,Area SFG2 (SFG)_rh,SFG2区（额上回）（右半球）,150,92,242,255
305,Area Fo3 (OFC)_rh,Fo3区（眶额皮层）（右半球）,153,92,242,255
306,Area Te 1.1 (HESCHL)_rh,Te 1.1区（赫氏回）（右半球）,155,92,242,255
307,"Area MFG5 (MFG, IFG)_rh",MFG5区（额中回、额下回）（右半球）,157,92,242,255
308,"Area hOc2 (V2, 18)_rh",hOc2区（V2区、18区）（右半球）,159,92,242,255
309,Area MFG4 (MFG)_rh,MFG4区（额中回）（右半球）,161,92,242,255
310,"LP (Thalamus, lateral posterior Nucleus)_rh",LP区（丘脑、外侧后核）（右半球）,163,92,242,255
311,Area 6d2 (PreCG)_rh,6d2区（中央前回）（右半球）,166,92,242,255
312,Area Ig3 (Insula)_rh,Ig3区（脑岛）（右半球）,168,92,242,255
313,Area hOc4d (Cuneus)_rh,hOc4d区（楔叶）（右半球）,170,92,242,255
314,Area SFG3 (SFG)_rh,SFG3区（额上回）（右半球）,172,92,242,255
315,Area 6v3 (PreCG)_rh,6v3区（中央前回）（右半球）,174,92,242,255
316,"NRm (Midbrain, Nucleus Ruber, magnocellular part)_rh",NRm区（中脑、红核、大细胞部）（右半球）,176,92,242,255
317,Area Fo4 (OFC)_rh,Fo4区（眶额皮层）（右半球）,179,92,242,255
318,Area IFS1 (IFS)_rh,IFS1区（额下沟）（右半球）,181,92,242,255
319,Area Op4 (POperc)_rh,Op4区（顶叶盖）（右半球）,183,92,242,255
320,Ch 4 (Basal Forebrain)_rh,Ch 4区（基底前脑）（右半球）,185,92,242,255
321,Area hPO1 (POS)_rh,hPO1区（顶枕沟）（右半球）,187,92,242,255
322,"Ndentd (Cerebellum, Dorsal Dentate Nucleus)_rh",Ndentd区（小脑、背侧齿状核）（右半球）,190,92,242,255
323,Area IFS3 (IFS)_rh,IFS3区（额下沟）（右半球）,192,92,242,255
324,Area Op2 (POperc)_rh,Op2区（顶叶盖）（右半球）,194,92,242,255
325,Area 8v2 (MFG)_rh,8v2区（额中回）（右半球）,196,92,242,255
326,"AcbM (Ventral Striatum, Medial Accumbens)_rh",AcbM区（腹侧纹状体、内侧伏隔核）（右半球）,198,92,242,255
327,DG (Hippocampus)_rh,DG区（海马）（右半球）,200,92,242,255
328,Area PGp (IPL)_rh,PGp区（顶下小叶）（右半球）,203,92,242,255
329,"Area 6ma (preSMA, mesial SFG)_rh",6ma区（前辅助运动区、额上回内侧部）（右半球）,205,92,242,255
330,Area Ig1 (Insula)_rh,Ig1区（脑岛）（右半球）,207,92,242,255
331,Area Id10 (Insula)_rh,Id10区（脑岛）（右半球）,209,92,242,255
332,"VM (Thalamus, ventral medial Nucleus)_rh",VM区（丘脑、腹内侧核）（右半球）,211,92,242,255
333,Area p24c (pACC)_rh,p24c区（前扣带皮层前部）（右半球）,213,92,242,255
334,Area hOc3v (LingG)_rh,hOc3v区（舌回）（右半球）,216,92,242,255
335,Area PFcm (IPL)_rh,PFcm区（顶下小叶）（右半球）,218,92,242,255
336,Area SFS2 (SFS)_rh,SFS2区（额上沟）（右半球）,220,92,242,255
337,"Area PirT (PiriformCortexMesial, temporal)_rh",PirT区（内侧梨状皮层、颞部）（右半球）,222,92,242,255
338,"CM (Thalamus, centromedian Nucleus)_rh",CM区（丘脑、中央中核）（右半球）,224,92,242,255
339,Area hIP5 (IPS)_rh,hIP5区（顶内沟）（右半球）,227,92,242,255
340,Area SFS1 (SFS)_rh,SFS1区（额上沟）（右半球）,229,92,242,255
341,Area FG1 (FusG)_rh,FG1区（梭状回）（右半球）,231,92,242,255
342,Frontal-to-Temporal-I (GapMap)_rh,Frontal-to-Temporal-I区（间隙图）（右半球）,233,92,242,255
343,"FuCd (Ventral Striatum, Fundus of Caudate Nucleus)_rh",FuCd区（腹侧纹状体、尾状核底部）（右半球）,235,92,242,255
344,"VAmc (Thalamus, ventral anterior Nucleus, magnocellular part)_rh",VAmc区（丘脑、腹前核大细胞部）（右半球）,237,92,242,255
345,"MV (Thalamus, medioventral Nucleus)_rh",MV区（丘脑、内侧腹核）（右半球）,240,92,242,255
346,Area hIP3 (IPS)_rh,hIP3区（顶内沟）（右半球）,242,92,242,255
347,Frontal-I.2 (GapMap)_rh,Frontal-I.2区（间隙图）（右半球）,242,92,240,255
348,CM (Amygdala)_rh,CM区（杏仁核）（右半球）,242,92,237,255
349,Area 4p (PreCG)_rh,4p区（中央前回）（右半球）,242,92,235,255
350,Area 33 (ACC)_rh,33区（前扣带皮层）（右半球）,242,92,233,255
351,Area OTS1 (OTS)_rh,OTS1区（枕颞沟）（右半球）,242,92,231,255
352,Area Id2 (Insula)_rh,Id2区（脑岛）（右半球）,242,92,229,255
353,CA1 (Hippocampus)_rh,CA1区（海马）（右半球）,242,92,227,255
354,Frontal-I.1 (GapMap)_rh,Frontal-I.1区（间隙图）（右半球）,242,92,224,255
355,Area hIP8 (IPS)_rh,hIP8区（顶内沟）（右半球）,242,92,222,255
356,IF (Amygdala)_rh,IF区（杏仁核）（右半球）,242,92,220,255
357,Area Op9 (Frontal Operculum)_rh,Op9区（额盖）（右半球）,242,92,218,255
358,"VIM (Thalamus, ventral intermediate Nucleus)_rh",VIM区（丘脑、腹中间核）（右半球）,242,92,216,255
359,Temporal-to-Parietal (GapMap)_rh,Temporal-to-Parietal区（间隙图）（右半球）,242,92,213,255
360,HATA (Hippocampus)_rh,HATA区（海马）（右半球）,242,92,211,255
361,"TuTi (Basal Forebrain, Terminal islands)_rh",TuTi区（基底前脑、终纹岛）（右半球）,242,92,209,255
362,Area 45 (IFG)_rh,45区（额下回）（右半球）,242,92,207,255
363,"CL (Thalamus, anterior intralaminar nuclei)_rh",CL区（丘脑、前板内核群）（右半球）,242,92,205,255
364,Area 5Ci (SPL)_rh,5Ci区（顶上小叶）（右半球）,242,92,203,255
365,Frontal-to-Temporal-II (GapMap)_rh,Frontal-to-Temporal-II区（间隙图）（右半球）,242,92,200,255
366,Area Ia2 (Insula)_rh,Ia2区（脑岛）（右半球）,242,92,198,255
367,Area Id1 (Insula)_rh,Id1区（脑岛）（右半球）,242,92,196,255
368,Area Te 1.2 (HESCHL)_rh,Te 1.2区（赫氏回）（右半球）,242,92,194,255
369,Area Id5 (Insula)_rh,Id5区（脑岛）（右半球）,242,92,192,255
370,Area hIP1 (IPS)_rh,hIP1区（顶内沟）（右半球）,242,92,190,255
371,Area 2 (PostCS)_rh,2区（中央后沟）（右半球）,242,92,187,255
372,Area hOc3d (Cuneus)_rh,hOc3d区（楔叶）（右半球）,242,92,185,255
373,Ch 123 (Basal Forebrain)_rh,Ch 123区（基底前脑）（右半球）,242,92,183,255
374,Area Te 2.1 (STG)_rh,Te 2.1区（颞上回）（右半球）,242,92,181,255
375,"VPL (Thalamus, ventral posterior lateral Nucleus)_rh",VPL区（丘脑、腹后外侧核）（右半球）,242,92,179,255
376,"Sg (Thalamus, suprageniculate Nucleus)_rh",Sg区（丘脑、膝上核）（右半球）,242,92,176,255
377,Area 7A (SPL)_rh,7A区（顶上小叶）（右半球）,242,92,174,255
378,Area Op3 (POperc)_rh,Op3区（顶叶盖）（右半球）,242,92,172,255
379,"Subc (Hippocampus, Subicular complex)_rh",Subc区（海马、下托复合体）（右半球）,242,92,170,255
380,"TrS (Hippocampus, Transsubiculum)_rh",TrS区（海马、前下托）（右半球）,242,92,168,255
381,CA3 (Hippocampus)_rh,CA3区（海马）（右半球）,242,92,166,255
382,Frontal-II (GapMap)_rh,Frontal-II区（间隙图）（右半球）,242,92,163,255
383,"VLA (Thalamus, ventral lateral anterior Nucleus)_rh",VLA区（丘脑、腹外侧前核）（右半球）,242,92,161,255
384,Area STS1 (STS)_rh,STS1区（颞上沟）（右半球）,242,92,159,255
385,"VPM (Thalamus, ventral posterior medial Nucleus)_rh",VPM区（丘脑、腹后内侧核）（右半球）,242,92,157,255
386,Area 5L (SPL)_rh,5L区（顶上小叶）（右半球）,242,92,155,255
387,Area Id9 (Insula)_rh,Id9区（脑岛）（右半球）,242,92,153,255
388,"SNR (Midbrain, Substantia Nigra pars reticulata)_rh",SNR区（中脑、黑质网状部）（右半球）,242,92,150,255
389,Area FG3 (FusG)_rh,FG3区（梭状回）（右半球）,242,92,148,255
390,Area IFS2 (IFS)_rh,IFS2区（额下沟）（右半球）,242,92,146,255
391,"AV (Thalamus, anteroventral Nucleus)_rh",AV区（丘脑、前腹核）（右半球）,242,92,144,255
392,VP (Ventral Pallidum)_rh,VP区（腹侧苍白球）（右半球）,242,92,142,255
393,Area s32 (sACC)_rh,s32区（胼胝体下前扣带皮层）（右半球）,242,92,139,255
394,"Nfast (Cerebellum, Fastigial Nucleus)_rh",Nfast区（小脑、顶核）（右半球）,242,92,137,255
395,MF (Amygdala)_rh,MF区（杏仁核）（右半球）,242,92,135,255
396,Area hOc5 (LOC)_rh,hOc5区（外侧枕皮层）（右半球）,242,92,133,255
397,"sPf (Thalamus, subparafascicular Nucleus)_rh",sPf区（丘脑、束旁下核）（右半球）,242,92,131,255
398,SF (Amygdala)_rh,SF区（杏仁核）（右半球）,242,92,129,255
399,Area Fo1 (OFC)_rh,Fo1区（眶额皮层）（右半球）,242,92,126,255
400,"VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part)_rh",VPMpc区（丘脑、腹后内侧核小细胞部）（右半球）,242,92,124,255
401,"VPi (Thalamus, ventroposterior inferior Nucleus)_rh",VPi区（丘脑、腹后下核）（右半球）,242,92,122,255
402,Area 8d1 (SFG)_rh,8d1区（额上回）（右半球）,242,92,120,255
403,"Area IFJ1 (IFS, PreCS)_rh",IFJ1区（额下沟、中央前沟）（右半球）,242,92,118,255
404,Area s24 (sACC)_rh,s24区（胼胝体下前扣带皮层）（右半球）,242,92,115,255
405,Area hOc4v (LingG)_rh,hOc4v区（舌回）（右半球）,242,92,113,255
406,Area PFop (IPL)_rh,PFop区（顶下小叶）（右半球）,242,92,111,255
407,Area 6v2 (PreCG)_rh,6v2区（中央前回）（右半球）,242,92,109,255
408,Area Ph2 (PhG)_rh,Ph2区（海马旁回）（右半球）,242,92,107,255
409,"AcbL (Ventral Striatum, Lateral Accumbens)_rh",AcbL区（腹侧纹状体、外侧伏隔核）（右半球）,242,92,105,255
410,Area Fo2 (OFC)_rh,Fo2区（眶额皮层）（右半球）,242,92,102,255
411,Area Te 2.2 (STG)_rh,Te 2.2区（颞上回）（右半球）,242,92,100,255
412,Area hIP7 (IPS)_rh,hIP7区（顶内沟）（右半球）,242,92,98,255
413,Area 7PC (SPL)_rh,7PC区（顶上小叶）（右半球）,242,92,96,255
414,Area TeI (STG)_rh,TeI区（颞上回）（右半球）,242,92,94,255
